SPECTRUM_ID,WAVELENGTH,AMPLITUDE
4.0,15219.518215909755,0.04911466355320747
4.0,15618.707626885278,0.06383585382981438
4.0,15691.818843804329,0.05901432458997734
5.0,15849.8077931574,0.04247687225654729
6.0,15513.407141612028,0.06748398246880663
6.0,15549.305632673797,0.07978874791302186
6.0,15549.735281801863,0.14101661888102468
6.0,15550.164942801735,0.13407377151332595
6.0,15601.163921508021,0.2723363500260712
6.0,15705.83389395109,0.08659358239250162
6.0,15706.11287588161,0.11804487376651268
6.0,16418.683583803646,0.0724518135514017
9.0,15865.27031947955,0.07869961345385533
11.0,16861.774838844227,0.06099217886069079
20.0,15361.619371592193,0.0701929655659117
20.0,15362.256070630427,0.07390245873181599
20.0,15363.603668671843,0.08686914280264091
20.0,15364.166326086619,0.09379430837668318
20.0,16867.976993819637,0.04921653404319084
23.0,16314.471140645,0.05972698251170718
27.0,15883.4558435043,0.06336130302059562
32.0,16358.707985430327,0.04429938748835896
32.0,16413.265701620578,0.04574033369951397
33.0,15502.973333562866,0.03879347615198187
33.0,15572.093403500283,0.0979046877007365
35.0,15172.281952384274,0.05275692539038
37.0,16295.549131435317,0.06784104275538394
38.0,16943.417018492088,0.04628961698245648
40.0,15134.5321411751,0.07892287909884345
46.0,15747.55014718405,0.035247661450690825
46.0,15765.4002127098,0.047172968929905516
46.0,15794.395181202257,0.05476409863774609
48.0,16931.32338637818,0.037896657003365725
50.0,16156.057157346862,0.04197886818612378
50.0,16245.268913585674,0.06311214821783086
50.0,16293.505210073326,0.19871695122706037
63.0,15561.429022027087,0.04363365423851745
63.0,16922.047304838674,0.07709255749979162
65.0,16575.284827902702,0.0648349987477265
66.0,15559.729677168989,0.03511349846683027
66.0,16785.68233786385,0.0357567560662803
69.0,16335.159559546102,0.04493972173101114
75.0,15643.25050594995,0.040076277853416116
75.0,15909.150856881392,0.04488407607497303
77.0,16667.2172095425,0.03779941999854006
79.0,16151.958514787606,0.06151400693381677
80.0,15406.03925109132,0.03655560130983862
80.0,16133.589402279766,0.04528566021270171
80.0,16908.57468091519,0.1538934714296331
85.0,16426.876800905284,0.09507040002512754
89.0,15156.502658154142,0.057160391794123466
89.0,15157.130855639836,0.07851971361187612
89.0,15157.549668428648,0.08372837957767988
89.0,16160.582104272116,0.09609161155677234
89.0,16329.353846202877,0.0373905852651327
99.0,15894.431536533084,0.07067170735177823
99.0,15968.441213604867,0.09828341799059226
99.0,16423.699868493502,0.07517315800973176
103.0,15138.58341196008,0.03631490856945358
103.0,15853.092731322506,0.045021263256677754
104.0,16437.018638838344,0.04253386798411296
105.0,15895.749129262203,0.07634654694834486
105.0,16092.929000327838,0.07511761152000677
105.0,16247.43505027015,0.047131721259844835
107.0,16209.626201261819,0.04121816662845064
108.0,16346.960002899243,0.06070120030252801
108.0,16703.98698220019,0.059554745172962574
113.0,15380.51933542472,0.08944351078142876
113.0,15915.965900444053,0.09922869971422892
116.0,15498.262056755848,0.055389055405382574
116.0,15507.13853282227,0.16821650962835916
116.0,15515.428057949935,0.05885213063571126
116.0,16338.831726853517,0.07372021677426896
116.0,16607.39350476129,0.03903761591223453
116.0,16699.405096310413,0.03934581112923349
126.0,15566.248253884529,0.04470225759034574
127.0,16853.069043828993,0.11265131501314624
137.0,15371.03442607619,0.0553531450401824
137.0,16202.706734345315,0.058630186466408205
142.0,15453.078116781564,0.07024232259637077
142.0,15453.576273357092,0.06945757477730058
145.0,15195.710114394264,0.061782347342908724
146.0,15131.324755037938,0.06498861266414604
150.0,15752.157577125578,0.05240139883108014
150.0,15754.720913991187,0.10057577954593937
151.0,15136.414079769693,0.11176972180621518
154.0,15792.43143459009,0.05255698225571137
154.0,16737.515800835863,0.03747963037974158
159.0,16488.722157598604,0.09481061920630299
160.0,15754.534349788632,0.051039875313742766
160.0,16395.814646722247,0.06245381905389487
163.0,15715.104950516206,0.11707347365820532
163.0,15715.601214927588,0.08393389900907874
163.0,15756.690337435373,0.09582299756689394
163.0,15757.270845886154,0.10819258128023251
163.0,15757.778808637971,0.09160272035400988
163.0,15765.182407161265,0.10149966977341077
165.0,15128.38842763618,0.08447065403292688
165.0,15797.507544197406,0.07559022979364842
165.0,15847.958794477387,0.0940034036255307
165.0,16469.029216539308,0.05837866202694278
167.0,15221.343963362662,0.04003451160506888
167.0,15560.05042317257,0.038437341906263064
167.0,16563.8607745714,0.08089846155296644
167.0,16589.947054506778,0.03506262433908116
167.0,16627.36675274017,0.13154862813986737
173.0,15800.979149998891,0.12977335035717116
174.0,15129.86149695553,0.04843826332514258
174.0,15849.369852833986,0.1147185700288606
174.0,16470.621989884618,0.06624351875541983
175.0,15508.757312540001,0.04997101112943736
175.0,16484.850010373826,0.14149860058949
175.0,16488.266563662786,0.11565199445811156
175.0,16493.27878939267,0.08668350778483891
176.0,15854.000120122191,0.03546705223758184
176.0,16633.719783590925,0.07101026349013852
182.0,15134.323051330859,0.03765361164439433
184.0,15500.403368699765,0.03955735999491274
184.0,15852.107178771825,0.03915016000418203
184.0,16158.944897958208,0.04222135623651166
184.0,16359.838043975142,0.04120421059966254
184.0,16541.500590430776,0.04250593860338252
187.0,16564.293030146262,0.041689259162019994
187.0,16590.405458017216,0.04231587527691367
187.0,16627.782433703367,0.16191156989646577
195.0,15846.961397343945,0.03862073042129444
